date,sku,on_hand_units,on_order_units,lead_time_days,reorder_point_units,inventory_value
2021-11-07,SKU0123,0,0,11,10,0.0
2021-11-07,SKU0124,0,0,11,10,0.0
2021-11-07,SKU0125,0,0,26,10,0.0
2021-11-07,SKU0126,17,0,26,10,47292.98
2021-11-07,SKU0127,553,216,27,680,95165.77
2021-11-07,SKU0128,0,0,21,10,0.0
2021-11-07,SKU0129,4,0,19,10,7754.12
2021-11-07,SKU0130,12,0,21,10,4885.2
2021-11-07,SKU0131,0,0,15,10,0.0
2021-11-07,SKU0132,0,0,22,10,0.0
2021-11-07,SKU0133,456,179,25,517,1323343.92
2021-11-07,SKU0134,0,2,24,10,0.0
2021-11-07,SKU0135,17,2,20,10,47698.09
2021-11-07,SKU0136,446,168,6,119,1084961.9
2021-11-07,SKU0137,0,6,23,10,0.0
2021-11-07,SKU0138,357,143,14,225,848164.17
2021-11-07,SKU0139,0,8,24,10,0.0
2021-11-07,SKU0140,0,14,19,10,0.0
2021-11-07,SKU0141,0,9,27,10,0.0
2021-11-07,SKU0142,342,123,13,191,824483.34
2021-11-07,SKU0143,51,282,29,750,39507.66
2021-11-07,SKU0144,3,2,26,10,4917.69
2021-11-07,SKU0145,0,0,13,10,0.0
2021-11-07,SKU0146,0,4,17,10,0.0
2021-11-07,SKU0147,385,133,18,306,711868.85
2021-11-07,SKU0148,74,418,24,905,95938.04
2021-11-07,SKU0149,0,4,22,10,0.0
2021-11-07,SKU0150,350,134,27,425,467271.0
2021-11-07,SKU0151,0,0,14,10,0.0
2021-11-07,SKU0152,31,5,18,10,81087.32
2021-11-07,SKU0153,1,0,16,10,1416.3
2021-11-07,SKU0154,379,100,28,129,310298.67
2021-11-07,SKU0155,0,0,12,10,0.0
2021-11-07,SKU0156,2,0,20,10,4526.88
2021-11-07,SKU0157,258,57,8,24,636756.9
2021-11-07,SKU0158,0,0,27,10,0.0
2021-11-07,SKU0159,0,9,14,10,0.0
2021-11-07,SKU0160,0,0,13,10,0.0
2021-11-07,SKU0161,1,0,20,10,523.9
2021-11-07,SKU0162,3,0,17,10,7474.59
2021-11-07,SKU0163,2,1,27,10,1999.94
2021-11-07,SKU0164,13,0,18,10,6723.99
2021-11-07,SKU0165,0,1,18,10,0.0
2021-11-07,SKU0166,0,0,7,10,0.0
2021-11-07,SKU0167,412,158,5,92,381384.28
2021-11-07,SKU0168,111,632,15,843,60548.28
2021-11-07,SKU0169,44,232,30,638,19136.48
2021-11-07,SKU0170,245,99,28,320,39525.85
2021-11-07,SKU0171,450,170,21,420,117292.5
2021-11-07,SKU0172,367,140,21,355,222570.82
2021-11-07,SKU0173,0,0,15,10,0.0
2021-11-07,SKU0174,0,3,9,10,0.0
2021-11-07,SKU0175,0,0,5,10,0.0
2021-11-07,SKU0176,3,6,13,10,3724.59
2021-11-07,SKU0177,1,3,13,10,1022.17
2021-11-07,SKU0178,69,399,9,317,107855.97
2021-11-07,SKU0179,0,2,11,10,0.0
2021-11-07,SKU0180,0,0,5,10,0.0
2021-11-07,SKU0181,3,0,20,10,678.24
2021-11-07,SKU0182,145,819,29,2119,90820.75
2021-11-07,SKU0183,0,0,22,10,0.0
2021-11-07,SKU0184,0,3,16,10,0.0
2021-11-07,SKU0185,8,0,15,10,14052.56
2021-11-07,SKU0186,6,0,12,10,7842.96
2021-11-07,SKU0187,460,184,8,169,111706.4
2021-11-07,SKU0188,6,0,20,10,7100.88
2021-11-07,SKU0189,695,184,19,158,1125121.6
2021-11-07,SKU0190,51,286,5,130,20137.35
2021-11-07,SKU0191,7,9,15,10,17619.21
2021-11-07,SKU0192,2,0,12,10,501.38
2021-11-07,SKU0193,2,2,9,10,5564.08
2021-11-07,SKU0194,0,2,23,10,0.0
2021-11-07,SKU0195,0,2,18,10,0.0
2021-11-07,SKU0196,295,78,21,75,801718.55
2021-11-07,SKU0197,48,13,23,35,141156.0
2021-11-07,SKU0198,295,79,30,104,715634.6
2021-11-07,SKU0199,110,45,25,115,259652.8
2021-11-07,SKU0200,6,8,21,10,11779.2
2021-11-14,SKU0001,57,324,26,753,155888.16
2021-11-14,SKU0002,2,4,24,10,4258.3
2021-11-14,SKU0003,0,3,19,10,0.0
2021-11-14,SKU0004,0,0,28,10,0.0
2021-11-14,SKU0005,0,4,8,10,0.0
2021-11-14,SKU0006,13,0,28,10,28326.74
2021-11-14,SKU0007,417,148,27,506,585113.55
2021-11-14,SKU0008,0,0,18,10,0.0
2021-11-14,SKU0009,379,145,24,411,143841.87
2021-11-14,SKU0010,51,290,18,452,138595.05
2021-11-14,SKU0011,0,0,11,10,0.0
2021-11-14,SKU0012,0,0,25,10,0.0
2021-11-14,SKU0013,0,0,11,10,0.0
2021-11-14,SKU0014,1,0,13,10,1779.74
2021-11-14,SKU0015,12,0,18,10,7351.68
2021-11-14,SKU0016,4,0,26,10,10336.72
2021-11-14,SKU0017,0,1,14,10,0.0
2021-11-14,SKU0018,102,567,17,854,223016.88
2021-11-14,SKU0019,3,0,6,10,4059.21
2021-11-14,SKU0020,12,0,8,10,23030.4
2021-11-14,SKU0021,8,7,6,10,14351.04
2021-11-14,SKU0022,0,0,6,10,0.0
2021-11-14,SKU0023,253,94,27,297,87257.17
2021-11-14,SKU0024,4,3,26,10,5223.36
2021-11-14,SKU0025,11,0,26,10,2427.48
2021-11-14,SKU0026,4,4,6,10,6130.28
2021-11-14,SKU0027,0,6,7,10,0.0
2021-11-14,SKU0028,0,0,12,10,0.0
2021-11-14,SKU0029,6,0,19,10,2399.22
2021-11-14,SKU0030,0,8,13,10,0.0
2021-11-14,SKU0031,0,0,17,10,0.0
2021-11-14,SKU0032,250,85,9,99,695712.5
2021-11-14,SKU0033,63,343,24,734,112460.04
2021-11-14,SKU0034,0,0,13,10,0.0
2021-11-14,SKU0035,0,3,6,10,0.0
2021-11-14,SKU0036,11,6,24,10,1827.43
2021-11-14,SKU0037,0,5,28,10,0.0
2021-11-14,SKU0038,5,3,5,10,7493.4
2021-11-14,SKU0039,123,715,16,1021,291501.39
2021-11-14,SKU0040,0,5,26,10,0.0
2021-11-14,SKU0041,208,58,23,55,314352.48
2021-11-14,SKU0042,21,0,27,10,31984.05
2021-11-14,SKU0043,0,6,15,10,0.0
2021-11-14,SKU0044,0,0,14,10,0.0
2021-11-14,SKU0045,222,85,23,224,327032.64
2021-11-14,SKU0046,0,6,8,10,0.0
2021-11-14,SKU0047,1,0,11,10,1061.55
2021-11-14,SKU0048,2,4,20,10,3219.9
2021-11-14,SKU0049,0,0,22,10,0.0
2021-11-14,SKU0050,0,5,8,10,0.0
2021-11-14,SKU0051,8,0,18,10,19970.0
2021-11-14,SKU0052,471,138,14,79,1271167.77
2021-11-14,SKU0053,5,5,18,10,2533.6
2021-11-14,SKU0054,0,0,29,10,0.0
2021-11-14,SKU0055,1,0,6,10,414.87
2021-11-14,SKU0056,239,84,30,299,489830.5
2021-11-14,SKU0057,3,1,16,10,2746.74
2021-11-14,SKU0058,530,198,25,590,1066534.9
2021-11-14,SKU0059,2,4,16,10,4416.56
2021-11-14,SKU0060,5,5,13,10,11645.4
2021-11-14,SKU0061,1,0,25,10,412.45
2021-11-14,SKU0062,0,0,22,10,0.0
2021-11-14,SKU0063,3,3,8,10,2302.86
2021-11-14,SKU0064,5,5,23,10,1042.5
2021-11-14,SKU0065,0,5,24,10,0.0
2021-11-14,SKU0066,461,181,15,307,541983.87
2021-11-14,SKU0067,3,1,29,10,7519.17
2021-11-14,SKU0068,2,0,21,10,4887.86
2021-11-14,SKU0069,573,152,13,89,584288.1
2021-11-14,SKU0070,0,0,5,10,0.0
2021-11-14,SKU0071,1,0,22,10,943.66
2021-11-14,SKU0072,183,83,10,89,291641.61
2021-11-14,SKU0073,0,2,24,10,0.0
2021-11-14,SKU0074,490,190,18,392,1379119.7
2021-11-14,SKU0075,11,5,17,10,6350.96
2021-11-14,SKU0076,12,2,9,10,2762.88
2021-11-14,SKU0077,467,125,23,130,635951.26
2021-11-14,SKU0078,330,140,9,133,982703.7
2021-11-14,SKU0079,7,6,15,10,18801.02
2021-11-14,SKU0080,0,6,26,10,0.0
2021-11-14,SKU0081,2,2,28,10,5366.6
2021-11-14,SKU0082,2,0,30,10,5382.0
2021-11-14,SKU0083,522,182,29,672,837648.18
2021-11-14,SKU0084,0,4,19,10,0.0
2021-11-14,SKU0085,0,0,10,10,0.0
2021-11-14,SKU0086,0,10,26,10,0.0
2021-11-14,SKU0087,570,147,25,166,674657.7
2021-11-14,SKU0088,452,121,30,159,169025.4
2021-11-14,SKU0089,0,4,21,10,0.0
2021-11-14,SKU0090,8,0,8,10,6889.12
2021-11-14,SKU0091,0,3,18,10,0.0
2021-11-14,SKU0092,0,0,16,10,0.0
2021-11-14,SKU0093,1,0,26,10,456.0
2021-11-14,SKU0094,0,9,15,10,0.0
2021-11-14,SKU0095,0,0,13,10,0.0
2021-11-14,SKU0096,232,87,7,72,143812.16
2021-11-14,SKU0097,88,493,26,1135,161762.48
2021-11-14,SKU0098,3,6,24,10,7908.69
2021-11-14,SKU0099,1,4,6,10,669.66
2021-11-14,SKU0100,317,122,16,232,316980.98
2021-11-14,SKU0101,0,0,17,10,0.0
2021-11-14,SKU0102,367,101,17,77,1071016.1
2021-11-14,SKU0103,0,0,28,10,0.0
2021-11-14,SKU0104,471,131,8,45,243648.3
2021-11-14,SKU0105,0,1,12,10,0.0
2021-11-14,SKU0106,0,0,9,10,0.0
2021-11-14,SKU0107,2,0,11,10,964.56
2021-11-14,SKU0108,4,0,28,10,8260.84
2021-11-14,SKU0109,13,0,29,10,5893.03
2021-11-14,SKU0110,2,0,6,10,3136.72
2021-11-14,SKU0111,49,306,21,580,103554.64
2021-11-14,SKU0112,4,6,11,10,7140.96
2021-11-14,SKU0113,0,0,10,10,0.0
2021-11-14,SKU0114,0,2,12,10,0.0
2021-11-14,SKU0115,0,4,10,10,0.0
2021-11-14,SKU0116,5,3,17,10,11215.25
2021-11-14,SKU0117,347,134,30,470,166584.29
2021-11-14,SKU0118,236,89,20,200,108298.04
2021-11-14,SKU0119,521,194,23,524,1453553.53
2021-11-14,SKU0120,74,402,17,608,92720.52
2021-11-14,SKU0121,0,0,5,10,0.0
2021-11-14,SKU0122,6,4,7,10,9101.34
2021-11-14,SKU0123,0,10,11,10,0.0
2021-11-14,SKU0124,2,2,11,10,5742.62
2021-11-14,SKU0125,10,12,26,10,9306.9
2021-11-14,SKU0126,11,4,26,10,30601.34
2021-11-14,SKU0127,519,196,27,621,89314.71
2021-11-14,SKU0128,2,0,21,10,3420.14
2021-11-14,SKU0129,2,0,19,10,3877.06
2021-11-14,SKU0130,6,1,21,10,2442.6
2021-11-14,SKU0131,4,2,15,10,2027.92
2021-11-14,SKU0132,3,3,22,10,3946.29
2021-11-14,SKU0133,419,150,25,477,1215967.33
2021-11-14,SKU0134,0,9,24,10,0.0
2021-11-14,SKU0135,5,3,20,10,14028.85
2021-11-14,SKU0136,412,153,6,110,1002251.8
2021-11-14,SKU0137,8,0,23,10,11643.28
2021-11-14,SKU0138,339,116,14,213,805399.59
2021-11-14,SKU0139,9,75,24,170,1365.57
2021-11-14,SKU0140,4,0,19,10,1666.08
2021-11-14,SKU0141,3,1,27,10,7516.02
2021-11-14,SKU0142,286,115,13,162,689480.22
2021-11-14,SKU0143,48,263,29,682,37183.68
2021-11-14,SKU0144,0,0,26,10,0.0
2021-11-14,SKU0145,0,3,13,10,0.0
2021-11-14,SKU0146,6,0,17,10,15698.64
2021-11-14,SKU0147,365,136,18,284,674888.65
2021-11-14,SKU0148,68,382,24,841,88159.28
2021-11-14,SKU0149,2,0,22,10,2370.26
2021-11-14,SKU0150,342,140,27,422,456590.52
2021-11-14,SKU0151,0,2,14,10,0.0
2021-11-14,SKU0152,0,6,18,10,0.0
2021-11-14,SKU0153,6,1,16,10,8497.8
2021-11-14,SKU0154,384,105,28,130,314392.32
2021-11-14,SKU0155,10,4,12,10,7863.2
2021-11-14,SKU0156,2,4,20,10,4526.88
2021-11-14,SKU0157,213,42,8,19,525694.65
2021-11-14,SKU0158,0,2,27,10,0.0
2021-11-14,SKU0159,0,6,14,10,0.0
2021-11-14,SKU0160,7,0,13,10,12767.02
2021-11-14,SKU0161,0,4,20,10,0.0
2021-11-14,SKU0162,2,6,17,10,4983.06
2021-11-14,SKU0163,5,0,27,10,4999.85
2021-11-14,SKU0164,0,0,18,10,0.0
2021-11-14,SKU0165,19,2,18,10,52645.39
2021-11-14,SKU0166,0,0,7,10,0.0
2021-11-14,SKU0167,521,205,5,118,482284.49
2021-11-14,SKU0168,105,584,15,779,57275.4
2021-11-14,SKU0169,66,395,30,1047,28704.72
2021-11-14,SKU0170,245,86,28,284,39525.85
2021-11-14,SKU0171,426,163,21,397,111036.9
2021-11-14,SKU0172,348,131,21,325,211048.08
2021-11-14,SKU0173,0,0,15,10,0.0
2021-11-14,SKU0174,8,0,9,10,14514.56
2021-11-14,SKU0175,1,0,5,10,2074.07
2021-11-14,SKU0176,21,0,13,10,26072.13
2021-11-14,SKU0177,0,1,13,10,0.0
2021-11-14,SKU0178,63,360,9,290,98477.19
2021-11-14,SKU0179,12,0,11,10,31650.12
2021-11-14,SKU0180,6,0,5,10,15409.68
2021-11-14,SKU0181,0,7,20,10,0.0
2021-11-14,SKU0182,129,744,29,1933,80799.15
2021-11-14,SKU0183,0,0,22,10,0.0
2021-11-14,SKU0184,9,12,16,10,7408.98
2021-11-14,SKU0185,0,2,15,10,0.0
2021-11-14,SKU0186,0,2,12,10,0.0
2021-11-14,SKU0187,448,166,8,161,108792.32
2021-11-14,SKU0188,0,0,20,10,0.0
2021-11-14,SKU0189,645,174,19,143,1044177.6
2021-11-14,SKU0190,46,265,5,116,18163.1
2021-11-14,SKU0191,0,0,15,10,0.0
2021-11-14,SKU0192,12,4,12,10,3008.28
2021-11-14,SKU0193,0,0,9,10,0.0
2021-11-14,SKU0194,0,0,23,10,0.0
2021-11-14,SKU0195,8,2,18,10,20370.96
2021-11-14,SKU0196,324,87,21,80,880531.56
2021-11-14,SKU0197,106,35,23,112,311719.5
2021-11-14,SKU0198,277,70,30,98,671968.76
2021-11-14,SKU0199,246,93,25,272,580678.08
2021-11-14,SKU0200,0,2,21,10,0.0
2021-11-21,SKU0001,59,350,26,800,161357.92
2021-11-21,SKU0002,2,0,24,10,4258.3
2021-11-21,SKU0003,0,3,19,10,0.0
2021-11-21,SKU0004,0,0,28,10,0.0
2021-11-21,SKU0005,0,5,8,10,0.0
2021-11-21,SKU0006,19,0,28,10,41400.62
2021-11-21,SKU0007,463,178,27,559,649658.45
2021-11-21,SKU0008,0,5,18,10,0.0
2021-11-21,SKU0009,433,158,24,453,164336.49
2021-11-21,SKU0010,52,309,18,493,141312.6
2021-11-21,SKU0011,13,0,11,10,18482.75
2021-11-21,SKU0012,12,1,25,10,8242.2
2021-11-21,SKU0013,4,4,11,10,3949.08
2021-11-21,SKU0014,0,4,13,10,0.0
2021-11-21,SKU0015,8,5,18,10,4901.12
2021-11-21,SKU0016,0,0,26,10,0.0
2021-11-21,SKU0017,0,0,14,10,0.0
2021-11-21,SKU0018,107,594,17,904,233949.08
2021-11-21,SKU0019,0,6,6,10,0.0
2021-11-21,SKU0020,4,3,8,10,7676.8
2021-11-21,SKU0021,10,2,6,10,17938.8
2021-11-21,SKU0022,1,0,6,10,1984.56
2021-11-21,SKU0023,263,104,27,323,90706.07
2021-11-21,SKU0024,11,9,26,10,14364.24
2021-11-21,SKU0025,5,0,26,10,1103.4
2021-11-21,SKU0026,0,0,6,10,0.0
2021-11-21,SKU0027,0,3,7,10,0.0
2021-11-21,SKU0028,9,0,12,10,4672.08
2021-11-21,SKU0029,6,0,19,10,2399.22
2021-11-21,SKU0030,18,3,13,10,32475.06
2021-11-21,SKU0031,3,9,17,10,1784.16
2021-11-21,SKU0032,274,109,9,115,762500.9
2021-11-21,SKU0033,61,352,24,753,108889.88
2021-11-21,SKU0034,5,8,13,10,5529.6
2021-11-21,SKU0035,0,2,6,10,0.0
2021-11-21,SKU0036,0,0,24,10,0.0
2021-11-21,SKU0037,0,0,28,10,0.0
2021-11-21,SKU0038,12,12,5,10,17984.16
2021-11-21,SKU0039,129,757,16,1069,305720.97
2021-11-21,SKU0040,0,1,26,10,0.0
2021-11-21,SKU0041,211,59,23,54,318886.41
2021-11-21,SKU0042,0,0,27,10,0.0
2021-11-21,SKU0043,5,0,15,10,14098.5
2021-11-21,SKU0044,184,56,14,31,323473.84
2021-11-21,SKU0045,214,77,23,229,315247.68
2021-11-21,SKU0046,0,0,8,10,0.0
2021-11-21,SKU0047,3,2,11,10,3184.65
2021-11-21,SKU0048,9,9,20,10,14489.55
2021-11-21,SKU0049,0,0,22,10,0.0
2021-11-21,SKU0050,0,2,8,10,0.0
2021-11-21,SKU0051,0,0,18,10,0.0
2021-11-21,SKU0052,539,148,14,91,1454690.93
2021-11-21,SKU0053,7,0,18,10,3547.04
2021-11-21,SKU0054,0,1,29,10,0.0
2021-11-21,SKU0055,0,0,6,10,0.0
2021-11-21,SKU0056,213,89,30,299,436543.5
2021-11-21,SKU0057,0,0,16,10,0.0
2021-11-21,SKU0058,613,221,25,671,1233558.29
2021-11-21,SKU0059,6,5,16,10,13249.68
2021-11-21,SKU0060,0,8,13,10,0.0
2021-11-21,SKU0061,9,0,25,10,3712.05
2021-11-21,SKU0062,0,0,22,10,0.0
2021-11-21,SKU0063,9,3,8,10,6908.58
2021-11-21,SKU0064,0,0,23,10,0.0
2021-11-21,SKU0065,0,2,24,10,0.0
2021-11-21,SKU0066,575,218,15,372,676010.25
2021-11-21,SKU0067,13,8,29,10,32583.07
2021-11-21,SKU0068,0,0,21,10,0.0
2021-11-21,SKU0069,634,181,13,99,646489.8
2021-11-21,SKU0070,11,0,5,10,31497.51
2021-11-21,SKU0071,0,2,22,10,0.0
2021-11-21,SKU0072,218,75,10,98,347420.06
2021-11-21,SKU0073,0,0,24,10,0.0
2021-11-21,SKU0074,520,192,18,418,1463555.6
2021-11-21,SKU0075,9,1,17,10,5196.24
2021-11-21,SKU0076,0,0,9,10,0.0
2021-11-21,SKU0077,714,194,23,198,972310.92
2021-11-21,SKU0078,353,139,9,144,1051195.17
2021-11-21,SKU0079,0,0,15,10,0.0
2021-11-21,SKU0080,0,1,26,10,0.0
2021-11-21,SKU0081,0,0,28,10,0.0
2021-11-21,SKU0082,0,11,30,10,0.0
2021-11-21,SKU0083,537,192,29,695,861718.53
2021-11-21,SKU0084,18,1,19,10,18291.42
2021-11-21,SKU0085,0,0,10,10,0.0
2021-11-21,SKU0086,0,0,26,10,0.0
2021-11-21,SKU0087,594,161,25,174,703064.34
2021-11-21,SKU0088,469,119,30,162,175382.55
2021-11-21,SKU0089,6,0,21,10,13594.14
2021-11-21,SKU0090,0,5,8,10,0.0
2021-11-21,SKU0091,0,13,18,10,0.0
2021-11-21,SKU0092,0,0,16,10,0.0
2021-11-21,SKU0093,0,0,26,10,0.0
2021-11-21,SKU0094,0,0,15,10,0.0
2021-11-21,SKU0095,2,0,13,10,1089.04
2021-11-21,SKU0096,244,103,7,79,151250.72
2021-11-21,SKU0097,87,496,26,1180,159924.27
2021-11-21,SKU0098,10,0,24,10,26362.3
2021-11-21,SKU0099,0,0,6,10,0.0
2021-11-21,SKU0100,334,126,16,237,333979.96
2021-11-21,SKU0101,0,8,17,10,0.0
2021-11-21,SKU0102,452,122,17,91,1319071.6
2021-11-21,SKU0103,2,0,28,10,3104.3
2021-11-21,SKU0104,478,128,8,47,247269.4
2021-11-21,SKU0105,0,2,12,10,0.0
2021-11-21,SKU0106,0,0,9,10,0.0
2021-11-21,SKU0107,8,3,11,10,3858.24
2021-11-21,SKU0108,12,0,28,10,24782.52
2021-11-21,SKU0109,0,0,29,10,0.0
2021-11-21,SKU0110,8,0,6,10,12546.88
2021-11-21,SKU0111,60,333,21,631,126801.6
2021-11-21,SKU0112,1,0,11,10,1785.24
2021-11-21,SKU0113,3,2,10,10,2038.05
2021-11-21,SKU0114,0,0,12,10,0.0
2021-11-21,SKU0115,0,4,10,10,0.0
2021-11-21,SKU0116,6,12,17,10,13458.3
2021-11-21,SKU0117,398,149,30,532,191067.86
2021-11-21,SKU0118,239,86,20,212,109674.71
2021-11-21,SKU0119,539,200,23,555,1503772.27
2021-11-21,SKU0120,73,415,17,636,91467.54
2021-11-21,SKU0121,0,0,5,10,0.0
2021-11-21,SKU0122,0,0,7,10,0.0
2021-11-21,SKU0123,1,10,11,10,2022.31
2021-11-21,SKU0124,15,8,11,10,43069.65
2021-11-21,SKU0125,9,5,26,10,8376.21
2021-11-21,SKU0126,0,0,26,10,0.0
2021-11-21,SKU0127,563,208,27,676,96886.67
2021-11-21,SKU0128,0,0,21,10,0.0
2021-11-21,SKU0129,0,0,19,10,0.0
2021-11-21,SKU0130,4,1,21,10,1628.4
2021-11-21,SKU0131,20,2,15,10,10139.6
2021-11-21,SKU0132,0,0,22,10,0.0
2021-11-21,SKU0133,445,167,25,490,1291421.15
2021-11-21,SKU0134,12,3,24,10,21942.24
2021-11-21,SKU0135,7,0,20,10,19640.39
2021-11-21,SKU0136,454,170,6,119,1104423.1
2021-11-21,SKU0137,4,6,23,10,5821.64
2021-11-21,SKU0138,361,140,14,225,857667.41
2021-11-21,SKU0139,34,193,24,412,5158.82
2021-11-21,SKU0140,3,2,19,10,1249.56
2021-11-21,SKU0141,16,0,27,10,40085.44
2021-11-21,SKU0142,288,106,13,166,694301.76
2021-11-21,SKU0143,49,280,29,751,37958.34
2021-11-21,SKU0144,1,7,26,10,1639.23
2021-11-21,SKU0145,11,1,13,10,20431.95
2021-11-21,SKU0146,2,8,17,10,5232.88
2021-11-21,SKU0147,396,142,18,314,732207.96
2021-11-21,SKU0148,63,383,24,832,81676.98
2021-11-21,SKU0149,1,0,22,10,1185.13
2021-11-21,SKU0150,372,144,27,459,496642.32
2021-11-21,SKU0151,0,0,14,10,0.0
2021-11-21,SKU0152,2,2,18,10,5231.44
2021-11-21,SKU0153,10,1,16,10,14163.0
2021-11-21,SKU0154,435,106,28,148,356147.55
2021-11-21,SKU0155,11,2,12,10,8649.52
2021-11-21,SKU0156,0,0,20,10,0.0
2021-11-21,SKU0157,199,52,8,20,491141.95
2021-11-21,SKU0158,0,0,27,10,0.0
2021-11-21,SKU0159,5,0,14,10,1465.1
2021-11-21,SKU0160,0,3,13,10,0.0
2021-11-21,SKU0161,0,0,20,10,0.0
2021-11-21,SKU0162,0,0,17,10,0.0
2021-11-21,SKU0163,0,0,27,10,0.0
2021-11-21,SKU0164,0,5,18,10,0.0
2021-11-21,SKU0165,0,2,18,10,0.0
2021-11-21,SKU0166,1,7,7,10,580.04
2021-11-21,SKU0167,567,215,5,128,524866.23
2021-11-21,SKU0168,105,612,15,815,57275.4
2021-11-21,SKU0169,103,583,30,1574,44796.76
2021-11-21,SKU0170,240,96,28,315,38719.2
2021-11-21,SKU0171,439,159,21,414,114425.35
2021-11-21,SKU0172,340,124,21,327,206196.4
2021-11-21,SKU0173,0,0,15,10,0.0
2021-11-21,SKU0174,0,0,9,10,0.0
2021-11-21,SKU0175,2,0,5,10,4148.14
2021-11-21,SKU0176,0,0,13,10,0.0
2021-11-21,SKU0177,6,3,13,10,6133.02
2021-11-21,SKU0178,64,360,9,288,100040.32
2021-11-21,SKU0179,0,10,11,10,0.0
2021-11-21,SKU0180,0,10,5,10,0.0
2021-11-21,SKU0181,0,0,20,10,0.0
2021-11-21,SKU0182,139,795,29,2064,87062.65
2021-11-21,SKU0183,0,2,22,10,0.0
2021-11-21,SKU0184,1,0,16,10,823.22
2021-11-21,SKU0185,0,0,15,10,0.0
2021-11-21,SKU0186,5,2,12,10,6535.8
2021-11-21,SKU0187,496,181,8,177,120448.64
2021-11-21,SKU0188,1,6,20,10,1183.48
2021-11-21,SKU0189,723,189,19,162,1170450.24
2021-11-21,SKU0190,49,283,5,127,19347.65
2021-11-21,SKU0191,8,3,15,10,20136.24
2021-11-21,SKU0192,0,6,12,10,0.0
2021-11-21,SKU0193,0,0,9,10,0.0
2021-11-21,SKU0194,0,0,23,10,0.0
2021-11-21,SKU0195,6,3,18,10,15278.22
2021-11-21,SKU0196,337,91,21,85,915861.53
2021-11-21,SKU0197,193,77,23,201,567564.75
2021-11-21,SKU0198,290,67,30,100,703505.2
2021-11-21,SKU0199,379,139,25,410,894621.92
2021-11-21,SKU0200,6,3,21,10,11779.2
2021-11-28,SKU0001,68,396,26,913,185971.84
2021-11-28,SKU0002,1,0,24,10,2129.15
2021-11-28,SKU0003,10,0,19,10,8710.2
2021-11-28,SKU0004,11,8,28,10,32016.71
2021-11-28,SKU0005,2,0,8,10,4716.76
2021-11-28,SKU0006,0,0,28,10,0.0
2021-11-28,SKU0007,532,205,27,642,746475.8
2021-11-28,SKU0008,3,0,18,10,2668.5
2021-11-28,SKU0009,491,172,24,529,186349.23
2021-11-28,SKU0010,64,383,18,608,173923.2
2021-11-28,SKU0011,0,0,11,10,0.0
2021-11-28,SKU0012,0,0,25,10,0.0
2021-11-28,SKU0013,0,8,11,10,0.0
2021-11-28,SKU0014,4,5,13,10,7118.96
2021-11-28,SKU0015,6,0,18,10,3675.84
2021-11-28,SKU0016,3,0,26,10,7752.54
2021-11-28,SKU0017,2,3,14,10,4599.42
2021-11-28,SKU0018,124,706,17,1071,271118.56
2021-11-28,SKU0019,0,0,6,10,0.0
2021-11-28,SKU0020,6,2,8,10,11515.2
2021-11-28,SKU0021,3,0,6,10,5381.64
2021-11-28,SKU0022,0,0,6,10,0.0
2021-11-28,SKU0023,314,118,27,378,108295.46
2021-11-28,SKU0024,2,0,26,10,2611.68
2021-11-28,SKU0025,13,0,26,10,2868.84
2021-11-28,SKU0026,0,2,6,10,0.0
2021-11-28,SKU0027,0,0,7,10,0.0
2021-11-28,SKU0028,9,0,12,10,4672.08
2021-11-28,SKU0029,0,0,19,10,0.0
2021-11-28,SKU0030,5,1,13,10,9020.85
2021-11-28,SKU0031,3,0,17,10,1784.16
2021-11-28,SKU0032,341,130,9,135,948951.85
2021-11-28,SKU0033,72,394,24,845,128525.76
2021-11-28,SKU0034,4,8,13,10,4423.68
2021-11-28,SKU0035,0,4,6,10,0.0
2021-11-28,SKU0036,0,0,24,10,0.0
2021-11-28,SKU0037,0,5,28,10,0.0
2021-11-28,SKU0038,15,1,5,10,22480.2
2021-11-28,SKU0039,151,865,16,1242,357859.43
2021-11-28,SKU0040,0,3,26,10,0.0
2021-11-28,SKU0041,212,60,23,58,320397.72
2021-11-28,SKU0042,0,2,27,10,0.0
2021-11-28,SKU0043,1,0,15,10,2819.7
2021-11-28,SKU0044,424,111,14,73,745396.24
2021-11-28,SKU0045,268,96,23,271,394796.16
2021-11-28,SKU0046,12,0,8,10,10490.76
2021-11-28,SKU0047,4,6,11,10,4246.2
2021-11-28,SKU0048,1,0,20,10,1609.95
2021-11-28,SKU0049,8,0,22,10,10982.72
2021-11-28,SKU0050,0,0,8,10,0.0
2021-11-28,SKU0051,0,1,18,10,0.0
2021-11-28,SKU0052,653,167,14,109,1762362.11
2021-11-28,SKU0053,68,29,18,63,34456.96
2021-11-28,SKU0054,0,2,29,10,0.0
2021-11-28,SKU0055,2,0,6,10,829.74
2021-11-28,SKU0056,261,102,30,343,534919.5
2021-11-28,SKU0057,1,1,16,10,915.58
2021-11-28,SKU0058,691,270,25,783,1390520.03
2021-11-28,SKU0059,2,3,16,10,4416.56
2021-11-28,SKU0060,2,0,13,10,4658.16
2021-11-28,SKU0061,6,0,25,10,2474.7
2021-11-28,SKU0062,4,2,22,10,11025.72
2021-11-28,SKU0063,22,1,8,10,16887.64
2021-11-28,SKU0064,0,0,23,10,0.0
2021-11-28,SKU0065,8,0,24,10,13672.56
