sku,date,actual_demand,forecast_demand
SKU0149,2025-08-24,176,190.89318617492768
SKU0150,2025-08-24,95,113.00858555241528
SKU0151,2025-08-24,372,381.71634729744517
SKU0152,2025-08-24,1,0.14002531493192288
SKU0153,2025-08-24,163,170.72133782072603
SKU0154,2025-08-24,31,33.64603550539224
SKU0155,2025-08-24,126,129.24360216772197
SKU0156,2025-08-24,140,149.7697225627713
SKU0157,2025-08-24,19,23.318284851405505
SKU0158,2025-08-24,86,90.02421244659809
SKU0159,2025-08-24,136,160.8271872800926
SKU0160,2025-08-24,53,85.64063463120812
SKU0161,2025-08-24,196,199.91070009240855
SKU0162,2025-08-24,102,96.89352930888201
SKU0163,2025-08-24,159,174.85296216723364
SKU0164,2025-08-24,0,0.6628342649563236
SKU0165,2025-08-24,134,146.4465561478047
SKU0166,2025-08-24,28,28.743952369155096
SKU0167,2025-08-24,180,184.6736825310897
SKU0168,2025-08-24,331,372.66537306614424
SKU0169,2025-08-24,409,411.0339572179084
SKU0170,2025-08-24,63,79.50535917532386
SKU0171,2025-08-24,123,128.44889019158168
SKU0172,2025-08-24,93,103.44468217964669
SKU0173,2025-08-24,232,243.44508843838364
SKU0174,2025-08-24,6,13.50054948405279
SKU0175,2025-08-24,270,301.2688278953515
SKU0176,2025-08-24,25,21.204089669904484
SKU0177,2025-08-24,59,55.510409253044415
SKU0178,2025-08-24,196,218.0687903677247
SKU0179,2025-08-24,0,0.6873143248440364
SKU0180,2025-08-24,125,133.48231829136887
SKU0181,2025-08-24,425,437.8477187075789
SKU0182,2025-08-24,479,489.44020989974075
SKU0183,2025-08-24,169,179.04074423985938
SKU0184,2025-08-24,16,14.52847114956993
SKU0185,2025-08-24,109,116.15768050807283
SKU0186,2025-08-24,76,70.06604614204699
SKU0187,2025-08-24,128,135.42837970995217
SKU0188,2025-08-24,0,0.31091335398138925
SKU0189,2025-08-24,54,61.86564149810456
SKU0190,2025-08-24,188,177.33177120746208
SKU0191,2025-08-24,1,0.15915277757223073
SKU0192,2025-08-24,24,24.3240423199007
SKU0193,2025-08-24,84,87.1647657519895
SKU0194,2025-08-24,0,0.5083583411931382
SKU0195,2025-08-24,15,24.076798160779003
SKU0196,2025-08-24,29,28.114156118986976
SKU0197,2025-08-24,96,90.74177547742276
SKU0198,2025-08-24,14,23.276012423876935
SKU0199,2025-08-24,141,156.35509270294472
SKU0200,2025-08-24,158,154.86125962499656
SKU0001,2025-08-31,178,184.99765595419726
SKU0002,2025-08-31,395,371.76191420040976
SKU0003,2025-08-31,98,110.61837997310796
SKU0004,2025-08-31,69,81.02882016728611
SKU0005,2025-08-31,34,33.317081055602024
SKU0006,2025-08-31,154,150.7056560193253
SKU0007,2025-08-31,124,128.29722714103028
SKU0008,2025-08-31,139,143.9712689187429
SKU0009,2025-08-31,118,121.58299035807437
SKU0010,2025-08-31,176,187.20063049310392
SKU0011,2025-08-31,28,42.32334981003553
SKU0012,2025-08-31,26,23.1333359634021
SKU0013,2025-08-31,175,180.8587288966415
SKU0014,2025-08-31,19,20.046757169057184
SKU0015,2025-08-31,129,146.09515797836056
SKU0016,2025-08-31,116,114.5901272530152
SKU0017,2025-08-31,69,70.36746721294381
SKU0018,2025-08-31,349,379.1405426565502
SKU0019,2025-08-31,169,187.10218350240336
SKU0020,2025-08-31,110,113.96899918244736
SKU0021,2025-08-31,103,135.91057552585195
SKU0022,2025-08-31,297,300.3382391708777
SKU0023,2025-08-31,80,79.23629296835432
SKU0024,2025-08-31,105,127.53372778750403
SKU0025,2025-08-31,37,48.04369585751194
SKU0026,2025-08-31,48,47.04897846471654
SKU0027,2025-08-31,111,111.61360834078205
SKU0028,2025-08-31,112,123.87678069510385
SKU0029,2025-08-31,64,57.33796324768406
SKU0030,2025-08-31,63,59.07169471391907
SKU0031,2025-08-31,395,386.416455321676
SKU0032,2025-08-31,66,77.20002821993636
SKU0033,2025-08-31,203,199.06382527232893
SKU0034,2025-08-31,1,0.3990783520219725
SKU0035,2025-08-31,285,269.97749805748714
SKU0036,2025-08-31,0,0.12421045449043465
SKU0037,2025-08-31,89,87.97580333742604
SKU0038,2025-08-31,38,43.57525463576118
SKU0039,2025-08-31,424,408.22524269555055
SKU0040,2025-08-31,165,148.28015548462147
SKU0041,2025-08-31,10,15.245518532430124
SKU0042,2025-08-31,98,103.0980603299051
SKU0043,2025-08-31,1,0.15915277757223073
SKU0044,2025-08-31,41,51.56202225767055
SKU0045,2025-08-31,76,66.14486074672274
SKU0046,2025-08-31,28,37.87902635807735
SKU0047,2025-08-31,91,91.46550986029735
SKU0048,2025-08-31,83,100.58192644536567
SKU0049,2025-08-31,0,0.40519496056405463
SKU0050,2025-08-31,291,311.1985248514681
SKU0051,2025-08-31,6,11.164481211233975
SKU0052,2025-08-31,32,45.695331551251755
SKU0053,2025-08-31,62,78.92947942581145
SKU0054,2025-08-31,0,0.3914722367240491
SKU0055,2025-08-31,167,212.6865313721872
SKU0056,2025-08-31,67,69.74722322106264
SKU0057,2025-08-31,123,163.35062168176543
SKU0058,2025-08-31,181,162.39297905916746
SKU0059,2025-08-31,0,0.17540823065823066
SKU0060,2025-08-31,265,276.53348722497066
SKU0061,2025-08-31,13,15.89708665920778
SKU0062,2025-08-31,113,118.01588076239628
SKU0063,2025-08-31,1,0.5086700304391115
SKU0064,2025-08-31,76,72.62600598727582
SKU0065,2025-08-31,109,110.20174923505236
SKU0066,2025-08-31,162,153.3121505335178
SKU0067,2025-08-31,63,66.1958495466688
SKU0068,2025-08-31,5,9.860578515233758
SKU0069,2025-08-31,42,48.80463373409397
SKU0070,2025-08-31,55,56.57264332024266
SKU0071,2025-08-31,243,275.4633305925728
SKU0072,2025-08-31,59,75.02930282258981
SKU0073,2025-08-31,296,309.4145648611998
SKU0074,2025-08-31,135,147.04985284961413
SKU0075,2025-08-31,2,0.335499683479587
SKU0076,2025-08-31,23,33.17008257070528
SKU0077,2025-08-31,44,55.3963531215807
SKU0078,2025-08-31,105,111.80001997568195
SKU0079,2025-08-31,112,120.5141576438628
SKU0080,2025-08-31,0,0.17540823065823066
SKU0081,2025-08-31,30,42.92915528741615
SKU0082,2025-08-31,78,100.45324635029466
SKU0083,2025-08-31,163,171.062567666068
SKU0084,2025-08-31,67,89.92214247174289
SKU0085,2025-08-31,1,0.17540823065823066
SKU0086,2025-08-31,11,15.496100568876127
SKU0087,2025-08-31,41,48.97699122122367
SKU0088,2025-08-31,21,36.5988054112072
SKU0089,2025-08-31,147,185.2192133400431
SKU0090,2025-08-31,125,135.03371585792803
SKU0091,2025-08-31,0,0.4172922417280078
SKU0092,2025-08-31,116,129.3638967138253
SKU0093,2025-08-31,180,168.5237729894083
SKU0094,2025-08-31,177,186.52540738817723
SKU0095,2025-08-31,135,139.16936169951632
SKU0096,2025-08-31,82,84.74859546202647
SKU0097,2025-08-31,274,308.10823185080295
SKU0098,2025-08-31,45,53.7446853854151
SKU0099,2025-08-31,429,439.9255617456908
SKU0100,2025-08-31,100,101.5980626329941
SKU0101,2025-08-31,220,200.00050334872878
SKU0102,2025-08-31,39,36.18340016744884
SKU0103,2025-08-31,0,0.11471639591096204
SKU0104,2025-08-31,44,42.166497014080434
SKU0105,2025-08-31,203,216.43773854225682
SKU0106,2025-08-31,1,0.42885488685688705
SKU0107,2025-08-31,0,0.33379889542877494
SKU0108,2025-08-31,43,40.59913722313388
SKU0109,2025-08-31,103,92.88922348331086
SKU0110,2025-08-31,29,28.368497667075154
SKU0111,2025-08-31,156,186.48187079124736
SKU0112,2025-08-31,191,194.28297026582774
SKU0113,2025-08-31,93,116.93988627989715
SKU0114,2025-08-31,146,152.6769483822042
SKU0115,2025-08-31,241,261.3051294242677
SKU0116,2025-08-31,44,44.44078126974623
SKU0117,2025-08-31,105,106.7876946125275
SKU0118,2025-08-31,83,78.79644059032948
SKU0119,2025-08-31,130,157.92828336691687
SKU0120,2025-08-31,227,253.24650490933809
SKU0121,2025-08-31,187,194.49823510839136
SKU0122,2025-08-31,64,86.84559078760009
SKU0123,2025-08-31,347,332.8790476727608
SKU0124,2025-08-31,170,167.9344970778258
SKU0125,2025-08-31,142,142.2342125690103
SKU0126,2025-08-31,136,135.53092624168534
SKU0127,2025-08-31,167,161.86357331602022
SKU0128,2025-08-31,109,112.86557101583685
SKU0129,2025-08-31,44,49.98114257791794
SKU0130,2025-08-31,140,147.68357280935422
SKU0131,2025-08-31,49,64.58525594397265
SKU0132,2025-08-31,129,128.17763950331778
SKU0133,2025-08-31,117,128.01474316737983
SKU0134,2025-08-31,71,90.56672492784996
SKU0135,2025-08-31,67,61.67431828393138
SKU0136,2025-08-31,118,129.21544614410078
SKU0137,2025-08-31,61,63.09305874574049
SKU0138,2025-08-31,91,100.6770878486188
SKU0139,2025-08-31,255,231.86367839410016
SKU0140,2025-08-31,271,276.76520831162014
SKU0141,2025-08-31,63,78.69764952976476
SKU0142,2025-08-31,77,91.35936808039607
SKU0143,2025-08-31,195,164.03754500272342
SKU0144,2025-08-31,280,275.8035065546676
SKU0145,2025-08-31,70,73.46147020343238
SKU0146,2025-08-31,62,64.61147067557494
SKU0147,2025-08-31,118,113.38496188129949
SKU0148,2025-08-31,216,237.48292474444875
SKU0149,2025-08-31,185,177.05504520096457
SKU0150,2025-08-31,114,107.94886453486352
SKU0151,2025-08-31,373,381.29096015606615
SKU0152,2025-08-31,0,0.20495917700631672
SKU0153,2025-08-31,175,171.60852897605477
SKU0154,2025-08-31,28,34.44030914593455
SKU0155,2025-08-31,150,132.01473958350837
SKU0156,2025-08-31,129,144.50587869963283
SKU0157,2025-08-31,21,23.5283588761695
SKU0158,2025-08-31,83,87.44321248010037
SKU0159,2025-08-31,172,160.97357636222642
SKU0160,2025-08-31,71,81.01653810636196
SKU0161,2025-08-31,185,210.6965090454196
SKU0162,2025-08-31,86,96.93519133527747
SKU0163,2025-08-31,205,171.57581958387513
SKU0164,2025-08-31,0,0.3375996912704508
SKU0165,2025-08-31,141,145.06644191954777
SKU0166,2025-08-31,26,28.636461403861176
SKU0167,2025-08-31,167,182.0321208828935
SKU0168,2025-08-31,357,330.3344290057492
SKU0169,2025-08-31,399,404.5537083984223
SKU0170,2025-08-31,68,74.50247729607864
SKU0171,2025-08-31,106,127.44356197763902
SKU0172,2025-08-31,105,95.32529219797264
SKU0173,2025-08-31,217,236.78567364749156
SKU0174,2025-08-31,15,13.442937563306096
SKU0175,2025-08-31,269,295.26652125946475
SKU0176,2025-08-31,21,21.364812423174257
SKU0177,2025-08-31,50,53.874926951176406
SKU0178,2025-08-31,214,202.01791311470024
SKU0179,2025-08-31,0,0.4806023968737915
SKU0180,2025-08-31,117,131.48765243329356
SKU0181,2025-08-31,422,426.58223510546503
SKU0182,2025-08-31,442,480.1750680693229
SKU0183,2025-08-31,161,168.4606211721877
SKU0184,2025-08-31,15,16.312762910433886
SKU0185,2025-08-31,119,106.9739787850226
SKU0186,2025-08-31,75,74.06847521682118
SKU0187,2025-08-31,134,135.12333612338162
SKU0188,2025-08-31,0,0.3121964409924038
SKU0189,2025-08-31,55,59.29419973445646
SKU0190,2025-08-31,159,183.45207796842558
SKU0191,2025-08-31,0,0.3528646187045819
SKU0192,2025-08-31,24,23.73618893965144
SKU0193,2025-08-31,100,85.0337090581555
SKU0194,2025-08-31,0,0.3779416711362719
SKU0195,2025-08-31,27,21.736296505818572
SKU0196,2025-08-31,29,28.40343765004186
SKU0197,2025-08-31,92,92.30120172525689
SKU0198,2025-08-31,21,20.409061387873543
SKU0199,2025-08-31,147,152.66070097501813
SKU0200,2025-08-31,147,148.55600868509185
SKU0001,2025-09-07,164,175.80545858134272
SKU0002,2025-09-07,356,367.88219016326786
SKU0003,2025-09-07,100,107.56971027569006
SKU0004,2025-09-07,74,74.80404436930208
SKU0005,2025-09-07,37,30.93972766466181
SKU0006,2025-09-07,127,149.71486911118294
SKU0007,2025-09-07,129,126.25079842358399
SKU0008,2025-09-07,131,141.4657892349884
SKU0009,2025-09-07,105,118.01742732653007
SKU0010,2025-09-07,162,172.52593446207862
SKU0011,2025-09-07,40,37.15648799475819
SKU0012,2025-09-07,13,22.92294494861307
SKU0013,2025-09-07,154,162.19161903587158
SKU0014,2025-09-07,28,20.55236198799047
SKU0015,2025-09-07,147,130.3891018356395
SKU0016,2025-09-07,102,111.71035674823744
SKU0017,2025-09-07,50,67.16984128599998
SKU0018,2025-09-07,352,347.9329739015003
SKU0019,2025-09-07,160,177.3243892085047
SKU0020,2025-09-07,117,103.72899592529564
SKU0021,2025-09-07,138,127.79805138084019
SKU0022,2025-09-07,273,306.41417666048795
SKU0023,2025-09-07,74,73.85543379346068
SKU0024,2025-09-07,118,125.2119758371925
SKU0025,2025-09-07,35,42.727880295212316
SKU0026,2025-09-07,48,41.435402316635816
SKU0027,2025-09-07,105,108.06387512692578
SKU0028,2025-09-07,116,119.96612801620672
SKU0029,2025-09-07,49,56.12317402315154
SKU0030,2025-09-07,57,56.526805856449585
SKU0031,2025-09-07,378,389.25929291226254
SKU0032,2025-09-07,89,77.41007733097207
SKU0033,2025-09-07,188,198.32465436095944
SKU0034,2025-09-07,2,0.4805541895440594
SKU0035,2025-09-07,271,282.0344855425634
SKU0036,2025-09-07,0,0.14058576928291566
SKU0037,2025-09-07,71,87.59624236229612
SKU0038,2025-09-07,48,39.75540807660279
SKU0039,2025-09-07,390,406.1189475753996
SKU0040,2025-09-07,138,147.93917670981415
SKU0041,2025-09-07,8,14.4400656336042
SKU0042,2025-09-07,89,103.50426176456716
SKU0043,2025-09-07,1,0.3269606802762573
SKU0044,2025-09-07,50,47.92051010314777
SKU0045,2025-09-07,53,67.68414004411846
SKU0046,2025-09-07,32,42.69039977174861
SKU0047,2025-09-07,78,91.80743325565902
SKU0048,2025-09-07,85,91.75836359335567
SKU0049,2025-09-07,0,0.41995083586467474
SKU0050,2025-09-07,313,319.3690912481294
SKU0051,2025-09-07,12,11.611896055162276
SKU0052,2025-09-07,42,46.785581279249826
SKU0053,2025-09-07,77,79.33983773795413
SKU0054,2025-09-07,0,0.582114254715922
SKU0055,2025-09-07,184,179.3434340272405
SKU0056,2025-09-07,63,66.87198136935693
SKU0057,2025-09-07,155,151.4947374926791
SKU0058,2025-09-07,155,169.185286434158
SKU0059,2025-09-07,0,0.00375
SKU0060,2025-09-07,227,283.72669744318415
SKU0061,2025-09-07,17,20.31331150539981
SKU0062,2025-09-07,124,112.51719117614778
SKU0063,2025-09-07,1,0.34450747365987683
SKU0064,2025-09-07,52,67.2329340804003
SKU0065,2025-09-07,124,104.43385314693217
SKU0066,2025-09-07,169,149.5955589584651
SKU0067,2025-09-07,66,68.3451248356101
SKU0068,2025-09-07,13,10.403677432492595
SKU0069,2025-09-07,35,47.67808358904868
SKU0070,2025-09-07,44,54.55072266709109
SKU0071,2025-09-07,259,246.9557826725271
SKU0072,2025-09-07,62,75.73971815455724
SKU0073,2025-09-07,299,311.8274489376228
SKU0074,2025-09-07,127,138.20146249592557
SKU0075,2025-09-07,0,0.4239070585473342
SKU0076,2025-09-07,34,30.747085128658583
SKU0077,2025-09-07,42,52.851746362428386
SKU0078,2025-09-07,117,117.34177347162417
SKU0079,2025-09-07,119,114.1223466836614
SKU0080,2025-09-07,0,0.00375
SKU0081,2025-09-07,36,42.03250350949621
SKU0082,2025-09-07,81,93.47831578402577
SKU0083,2025-09-07,148,152.42424813672721
SKU0084,2025-09-07,84,80.48587743036967
SKU0085,2025-09-07,0,0.20652574839004076
SKU0086,2025-09-07,14,14.581503174536781
SKU0087,2025-09-07,56,47.740169666769134
SKU0088,2025-09-07,30,34.98904034795736
SKU0089,2025-09-07,135,164.97828144228876
SKU0090,2025-09-07,115,128.83287641228762
SKU0091,2025-09-07,1,0.4201014707910726
SKU0092,2025-09-07,121,122.57609818511779
SKU0093,2025-09-07,164,171.19848451126555
SKU0094,2025-09-07,182,175.45087058309755
SKU0095,2025-09-07,134,133.08755043037974
SKU0096,2025-09-07,86,79.4052152156962
SKU0097,2025-09-07,299,295.60403174332373
SKU0098,2025-09-07,48,52.137201628086565
SKU0099,2025-09-07,420,425.52276099019605
SKU0100,2025-09-07,103,98.58230732726719
SKU0101,2025-09-07,191,203.8902170998786
SKU0102,2025-09-07,40,38.60143369813252
SKU0103,2025-09-07,0,0.1244542180222982
SKU0104,2025-09-07,35,41.10529665916778
SKU0105,2025-09-07,217,202.03193562648315
SKU0106,2025-09-07,1,0.3990864453162277
SKU0107,2025-09-07,1,0.29424376001553026
SKU0108,2025-09-07,36,41.26162909801214
SKU0109,2025-09-07,92,99.49234659667705
SKU0110,2025-09-07,22,27.314855192209226
SKU0111,2025-09-07,181,174.18750562444
SKU0112,2025-09-07,191,192.48881299180036
SKU0113,2025-09-07,111,111.24442723522823
SKU0114,2025-09-07,126,157.63442483142606
SKU0115,2025-09-07,235,262.381731436966
SKU0116,2025-09-07,37,43.78057736233096
SKU0117,2025-09-07,96,106.41320657332298
SKU0118,2025-09-07,64,75.55371508924414
SKU0119,2025-09-07,150,153.76143878066148
SKU0120,2025-09-07,232,235.88719629203268
SKU0121,2025-09-07,177,185.8358621674225
SKU0122,2025-09-07,77,77.26832583016544
SKU0123,2025-09-07,328,336.7364036672774
SKU0124,2025-09-07,143,159.88458445106494
SKU0125,2025-09-07,123,141.16604066527236
SKU0126,2025-09-07,151,131.57486996017676
SKU0127,2025-09-07,122,153.1935280501937
SKU0128,2025-09-07,100,113.02575576075274
SKU0129,2025-09-07,56,47.37749759316313
SKU0130,2025-09-07,129,139.82131077160872
SKU0131,2025-09-07,64,56.82757660849282
SKU0132,2025-09-07,143,130.35100115752894
SKU0133,2025-09-07,145,121.64536099993603
SKU0134,2025-09-07,83,80.99106283913272
SKU0135,2025-09-07,42,60.26455499241356
SKU0136,2025-09-07,122,124.22097542326506
SKU0137,2025-09-07,62,68.64284152810875
SKU0138,2025-09-07,99,95.52926608409544
SKU0139,2025-09-07,272,237.67024646579912
SKU0140,2025-09-07,258,271.069703187504
SKU0141,2025-09-07,73,73.76274483693301
SKU0142,2025-09-07,85,92.20528833306079
SKU0143,2025-09-07,177,178.4750499294438
SKU0144,2025-09-07,225,265.2995547050296
SKU0145,2025-09-07,58,73.32172189536112
SKU0146,2025-09-07,68,65.78761956027007
SKU0147,2025-09-07,91,110.1252707669964
SKU0148,2025-09-07,232,228.7900443831658
SKU0149,2025-09-07,198,182.16939742980333
SKU0150,2025-09-07,116,107.68670412957991
SKU0151,2025-09-07,398,368.45533102503424
SKU0152,2025-09-07,2,0.13379107699391135
SKU0153,2025-09-07,150,157.36067314530678
SKU0154,2025-09-07,26,35.82372354263042
SKU0155,2025-09-07,130,139.23845409853982
SKU0156,2025-09-07,152,136.25922244021683
SKU0157,2025-09-07,20,21.72870995126095
SKU0158,2025-09-07,82,85.98444948137707
SKU0159,2025-09-07,155,160.54771080588708
SKU0160,2025-09-07,74,74.28007881234235
SKU0161,2025-09-07,196,190.82380233955777
SKU0162,2025-09-07,96,92.62095747504245
SKU0163,2025-09-07,168,178.7673359819942
SKU0164,2025-09-07,0,0.2935122361653957
SKU0165,2025-09-07,142,140.1447922011027
SKU0166,2025-09-07,20,28.111540735102857
SKU0167,2025-09-07,182,169.600923848179
SKU0168,2025-09-07,331,341.8201739372794
SKU0169,2025-09-07,365,381.01430115565995
SKU0170,2025-09-07,83,72.3141200136958
SKU0171,2025-09-07,117,120.14195419406255
SKU0172,2025-09-07,87,96.99875917346696
SKU0173,2025-09-07,240,224.00956293894785
SKU0174,2025-09-07,12,13.734827496819156
SKU0175,2025-09-07,283,290.68924058515967
SKU0176,2025-09-07,23,19.562772404899032
SKU0177,2025-09-07,47,50.109237323608596
SKU0178,2025-09-07,208,218.80764470810237
SKU0179,2025-09-07,0,0.41219913044315754
SKU0180,2025-09-07,121,120.79610337669523
SKU0181,2025-09-07,406,409.74304529008646
SKU0182,2025-09-07,444,457.2148587948655
SKU0183,2025-09-07,172,169.27456855858608
SKU0184,2025-09-07,19,16.2836200360275
SKU0185,2025-09-07,113,113.3501092346291
SKU0186,2025-09-07,82,83.06370729747925
SKU0187,2025-09-07,116,129.0203204962135
SKU0188,2025-09-07,0,0.30760824329997966
SKU0189,2025-09-07,56,57.240147989319794
SKU0190,2025-09-07,140,171.19908219507855
SKU0191,2025-09-07,0,0.13436963824210682
SKU0192,2025-09-07,20,24.0278470156318
SKU0193,2025-09-07,85,88.52917054029656
SKU0194,2025-09-07,1,0.30760824329997966
SKU0195,2025-09-07,19,20.468897551482645
SKU0196,2025-09-07,26,28.23561922507781
SKU0197,2025-09-07,90,92.46114253639158
SKU0198,2025-09-07,22,20.27418677597741
SKU0199,2025-09-07,127,148.25890822218363
SKU0200,2025-09-07,152,140.97717883793223
SKU0001,2025-09-14,179,169.9014629255155
SKU0002,2025-09-14,365,344.6881562999713
SKU0003,2025-09-14,113,102.23588162495183
SKU0004,2025-09-14,58,70.73817842789992
SKU0005,2025-09-14,31,29.94053882293128
SKU0006,2025-09-14,138,134.65783648738272
SKU0007,2025-09-14,121,124.85519104340128
SKU0008,2025-09-14,136,134.71263302388112
SKU0009,2025-09-14,112,111.50119219476166
SKU0010,2025-09-14,159,168.08853044185227
SKU0011,2025-09-14,44,37.16536649028624
SKU0012,2025-09-14,16,23.519859582119032
SKU0013,2025-09-14,164,159.703628366714
SKU0014,2025-09-14,25,18.530464407523695
SKU0015,2025-09-14,153,148.04847246061834
SKU0016,2025-09-14,109,115.63132863680381
SKU0017,2025-09-14,66,62.98159111184084
SKU0018,2025-09-14,332,343.96936207353946
SKU0019,2025-09-14,175,168.85453948128247
SKU0020,2025-09-14,108,105.23920133989505
SKU0021,2025-09-14,119,119.44076959541327
SKU0022,2025-09-14,266,292.97324069414594
SKU0023,2025-09-14,70,71.32633032608246
SKU0024,2025-09-14,142,118.86239704923538
SKU0025,2025-09-14,37,43.3756428069701
SKU0026,2025-09-14,40,39.432774302875025
SKU0027,2025-09-14,113,120.93198484967915
SKU0028,2025-09-14,124,124.80040894823092
SKU0029,2025-09-14,47,53.04992113958749
SKU0030,2025-09-14,57,57.047907877751996
SKU0031,2025-09-14,374,376.6152580772559
SKU0032,2025-09-14,79,73.68531560516766
SKU0033,2025-09-14,194,218.2023572668418
SKU0034,2025-09-14,0,0.6023056392793331
SKU0035,2025-09-14,270,265.99481744423474
SKU0036,2025-09-14,0,0.15571186249708802
SKU0037,2025-09-14,98,79.59113393469583
SKU0038,2025-09-14,38,44.423425392487594
SKU0039,2025-09-14,392,386.47449401242557
SKU0040,2025-09-14,121,135.27294975555407
SKU0041,2025-09-14,8,13.975880734074881
SKU0042,2025-09-14,92,91.51493702251751
SKU0043,2025-09-14,0,0.2886719470640836
SKU0044,2025-09-14,45,46.30070345481986
SKU0045,2025-09-14,53,59.67605033791174
SKU0046,2025-09-14,38,37.00167414074457
SKU0047,2025-09-14,94,91.49687452673183
SKU0048,2025-09-14,94,98.46350004118658
SKU0049,2025-09-14,1,0.4122638270702006
SKU0050,2025-09-14,323,290.55800642199387
SKU0051,2025-09-14,13,10.530012634705763
SKU0052,2025-09-14,39,40.36938556227243
SKU0053,2025-09-14,70,74.0806150269314
SKU0054,2025-09-14,0,0.25949979078959196
SKU0055,2025-09-14,187,177.59925606596195
SKU0056,2025-09-14,62,67.71516493976911
SKU0057,2025-09-14,173,161.86061329183713
SKU0058,2025-09-14,169,149.83733997420723
SKU0059,2025-09-14,0,0.00375
SKU0060,2025-09-14,273,256.5896049297809
SKU0061,2025-09-14,14,16.339693830389955
SKU0062,2025-09-14,88,113.3873008776127
SKU0063,2025-09-14,1,0.41401114099952613
SKU0064,2025-09-14,60,66.39065591696482
SKU0065,2025-09-14,107,108.26778908084432
SKU0066,2025-09-14,140,146.23831531009972
SKU0067,2025-09-14,64,67.09689761115305
SKU0068,2025-09-14,10,9.132530415875564
SKU0069,2025-09-14,57,41.636157523252706
SKU0070,2025-09-14,65,49.49623712218294
SKU0071,2025-09-14,239,253.45159964823216
SKU0072,2025-09-14,66,69.46736959826322
SKU0073,2025-09-14,299,299.28406300194
SKU0074,2025-09-14,136,135.67963659926724
SKU0075,2025-09-14,1,0.4345373085001997
SKU0076,2025-09-14,30,29.050289104730822
SKU0077,2025-09-14,59,49.25550909512938
SKU0078,2025-09-14,97,115.17483815099439
SKU0079,2025-09-14,108,120.31116403459991
SKU0080,2025-09-14,0,0.00375
SKU0081,2025-09-14,41,37.946982351937564
SKU0082,2025-09-14,89,93.58973259575203
SKU0083,2025-09-14,155,150.5038163150679
SKU0084,2025-09-14,88,81.78942357909783
SKU0085,2025-09-14,0,0.13473418847361276
SKU0086,2025-09-14,15,16.43121022682257
SKU0087,2025-09-14,38,45.11709962382588
SKU0088,2025-09-14,39,35.38791354673197
SKU0089,2025-09-14,155,162.20127926538294
SKU0090,2025-09-14,146,125.68747563301324
SKU0091,2025-09-14,0,0.4441344324460107
SKU0092,2025-09-14,114,128.675031384169
SKU0093,2025-09-14,142,162.08292474540656
SKU0094,2025-09-14,159,175.6007422563256
SKU0095,2025-09-14,153,130.40798979385238
SKU0096,2025-09-14,71,75.57082214769981
SKU0097,2025-09-14,307,292.5569294708898
SKU0098,2025-09-14,51,50.38548530128502
SKU0099,2025-09-14,382,413.0310830324663
SKU0100,2025-09-14,93,98.22271737049412
SKU0101,2025-09-14,221,193.10596476003008
SKU0102,2025-09-14,27,36.336622387679256
SKU0103,2025-09-14,2,0.14844665911262575
SKU0104,2025-09-14,38,36.40201453404779
SKU0105,2025-09-14,221,194.05921985036767
SKU0106,2025-09-14,0,0.4358598391665176
SKU0107,2025-09-14,0,0.35620655829560827
SKU0108,2025-09-14,45,36.26310360125249
SKU0109,2025-09-14,94,88.52908745641491
SKU0110,2025-09-14,20,27.34459740104309
SKU0111,2025-09-14,187,185.8705828345743
SKU0112,2025-09-14,166,186.3622288407059
SKU0113,2025-09-14,94,102.9095170928041
SKU0114,2025-09-14,138,130.02020749913848
SKU0115,2025-09-14,258,259.9399027213638
SKU0116,2025-09-14,37,42.52823095937281
SKU0117,2025-09-14,112,101.40919680620499
SKU0118,2025-09-14,64,72.58044319965144
SKU0119,2025-09-14,142,150.16171997867332
SKU0120,2025-09-14,217,223.8087855081737
SKU0121,2025-09-14,192,211.55880719514272
SKU0122,2025-09-14,66,70.68876922894347
SKU0123,2025-09-14,334,327.60911051110907
SKU0124,2025-09-14,154,161.4089596169406
SKU0125,2025-09-14,133,127.46102170036815
SKU0126,2025-09-14,122,138.1214660412979
SKU0127,2025-09-14,152,140.1066985765137
SKU0128,2025-09-14,109,100.14364375802514
SKU0129,2025-09-14,57,47.59981020973617
SKU0130,2025-09-14,128,131.5018841654635
SKU0131,2025-09-14,61,59.27516932437259
SKU0132,2025-09-14,134,125.33739520435277
SKU0133,2025-09-14,124,128.19101775322372
SKU0134,2025-09-14,81,78.36559138347506
SKU0135,2025-09-14,51,51.838846550253976
SKU0136,2025-09-14,124,122.85995044872371
SKU0137,2025-09-14,63,65.36540654592072
SKU0138,2025-09-14,86,97.26488200173166
SKU0139,2025-09-14,206,254.86461764727335
SKU0140,2025-09-14,266,276.3296588126213
SKU0141,2025-09-14,71,70.7264359433743
SKU0142,2025-09-14,70,89.46229562378099
SKU0143,2025-09-14,130,176.44306937086026
SKU0144,2025-09-14,274,257.4387895718831
SKU0145,2025-09-14,67,70.03158752452518
SKU0146,2025-09-14,70,63.719517131654605
SKU0147,2025-09-14,104,102.13042113309314
SKU0148,2025-09-14,205,218.1247853692738
SKU0149,2025-09-14,170,204.57214656408306
SKU0150,2025-09-14,110,105.89899164747757
SKU0151,2025-09-14,354,362.88274791085854
SKU0152,2025-09-14,1,0.3158621998534332
SKU0153,2025-09-14,174,160.2266550927902
SKU0154,2025-09-14,29,29.70612432573207
